dedup_group_id,fraction,predictor,species,n_strains,spearman_rho,empirical_p,empirical_fdr,asymptotic_p,asymptotic_fdr
asid_3986,supernatant,a*,Rhodotorula toruloides,10,0.2,0.49700598802395207,1.0,0.5795840000000001,0.9884101089691542
asid_3987,supernatant,a*,Rhodotorula toruloides,10,-0.07878787878787878,0.688622754491018,1.0,0.8287173946974606,0.9884101089691542
asid_3988,supernatant,a*,Rhodotorula toruloides,10,0.2,0.15768463073852296,1.0,0.5795840000000001,0.9884101089691542
asid_3990,supernatant,a*,Rhodotorula toruloides,10,0.4909090909090909,0.5209580838323353,1.0,0.14965567342083677,0.9884101089691542
asid_3996,supernatant,a*,Rhodotorula toruloides,10,-0.34545454545454546,0.8562874251497006,1.0,0.32822651147136733,0.9884101089691542
asid_3997,supernatant,a*,Rhodotorula toruloides,10,-0.34822225841944865,0.688622754491018,1.0,0.3241048047858888,0.9884101089691542
asid_1492,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4001,supernatant,a*,Rhodotorula toruloides,10,-0.006060606060606061,1.0,1.0,0.9867429111949892,0.9884101089691542
asid_4005,supernatant,a*,Rhodotorula toruloides,10,0.22424242424242424,0.8083832335329342,1.0,0.5334005612725947,0.9884101089691542
asid_13049,supernatant,a*,Rhodotorula toruloides,10,0.1393939393939394,1.0,1.0,0.7009318849100584,0.9884101089691542
asid_4011,supernatant,a*,Rhodotorula toruloides,10,-0.4303030303030303,0.15768463073852296,1.0,0.21449233253280775,0.9884101089691542
asid_16489,supernatant,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.9884101089691542
asid_4013,supernatant,a*,Rhodotorula toruloides,10,-0.3333333333333333,0.688622754491018,1.0,0.34659350708733405,0.9884101089691542
asid_4015,supernatant,a*,Rhodotorula toruloides,10,-0.21212121212121213,0.34930139720558884,1.0,0.5563057751029299,0.9884101089691542
asid_4018,supernatant,a*,Rhodotorula toruloides,10,0.07294866524160774,0.6407185628742516,1.0,0.8412712675592938,0.9884101089691542
asid_4019,supernatant,a*,Rhodotorula toruloides,10,0.4460906468463128,0.34930139720558884,1.0,0.19627559914738424,0.9884101089691542
asid_4020,supernatant,a*,Rhodotorula toruloides,10,-0.04242424242424243,1.0,1.0,0.907363817812816,0.9884101089691542
asid_4021,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4029,supernatant,a*,Rhodotorula toruloides,10,-0.47112423197925407,0.34930139720558884,1.0,0.16930883317276382,0.9884101089691542
asid_4032,supernatant,a*,Rhodotorula toruloides,10,-0.296969696969697,0.469061876247505,1.0,0.4047016712701569,0.9884101089691542
asid_4033,supernatant,a*,Rhodotorula toruloides,10,-0.2727272727272727,1.0,1.0,0.44583834154275137,0.9884101089691542
asid_829,supernatant,a*,Rhodotorula toruloides,10,-0.17575757575757575,0.34930139720558884,1.0,0.6271883447764844,0.9884101089691542
asid_4036,supernatant,a*,Rhodotorula toruloides,10,-0.17575757575757575,1.0,1.0,0.6271883447764844,0.9884101089691542
asid_235,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4045,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4046,supernatant,a*,Rhodotorula toruloides,10,-0.05454545454545454,1.0,1.0,0.8810361811618526,0.9884101089691542
asid_4048,supernatant,a*,Rhodotorula toruloides,10,0.24848484848484848,0.688622754491018,1.0,0.48877630451924314,0.9884101089691542
asid_4050,supernatant,a*,Rhodotorula toruloides,10,0.18787878787878787,0.469061876247505,1.0,0.603217610029209,0.9884101089691542
asid_4051,supernatant,a*,Rhodotorula toruloides,10,-0.47112423197925407,0.15768463073852296,1.0,0.16930883317276382,0.9884101089691542
asid_4052,supernatant,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.15768463073852296,1.0,0.3654683104386702,0.9884101089691542
asid_4054,supernatant,a*,Rhodotorula toruloides,10,-0.030303030303030304,1.0,1.0,0.9337729580941466,0.9884101089691542
asid_4056,supernatant,a*,Rhodotorula toruloides,10,-0.11657319263657127,0.469061876247505,1.0,0.748433303989289,0.9884101089691542
asid_4057,supernatant,a*,Rhodotorula toruloides,10,-0.23636363636363636,0.15768463073852296,1.0,0.5108853175152002,0.9884101089691542
asid_4058,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4059,supernatant,a*,Rhodotorula toruloides,10,-0.3333333333333333,0.8562874251497006,1.0,0.34659350708733405,0.9884101089691542
asid_4064,supernatant,a*,Rhodotorula toruloides,10,0.3696969696969697,1.0,1.0,0.2930500752928223,0.9884101089691542
asid_4066,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_4068,supernatant,a*,Rhodotorula toruloides,10,0.5757575757575758,0.34930139720558884,1.0,0.08155281477260236,0.9884101089691542
asid_4070,supernatant,a*,Rhodotorula toruloides,10,0.08404606389858067,0.6407185628742516,1.0,0.8174424145389816,0.9884101089691542
asid_4072,supernatant,a*,Rhodotorula toruloides,10,0.3212121212121212,1.0,1.0,0.3654683104386702,0.9884101089691542
asid_4074,supernatant,a*,Rhodotorula toruloides,10,0.3575757575757576,1.0,1.0,0.3103760917056799,0.9884101089691542
asid_4289,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4076,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4077,supernatant,a*,Rhodotorula toruloides,10,-0.3939393939393939,0.15768463073852296,1.0,0.25999776683488757,0.9884101089691542
asid_4042,supernatant,a*,Rhodotorula toruloides,10,0.030303030303030304,1.0,1.0,0.9337729580941466,0.9884101089691542
asid_4079,supernatant,a*,Rhodotorula toruloides,10,-0.22424242424242424,0.469061876247505,1.0,0.5334005612725947,0.9884101089691542
asid_4081,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_2089,supernatant,a*,Rhodotorula toruloides,10,-0.503030303030303,0.688622754491018,1.0,0.13833369839449197,0.9884101089691542
asid_9842,supernatant,a*,Rhodotorula toruloides,10,-0.03647433262080387,1.0,1.0,0.9203184602756675,0.9884101089691542
asid_4088,supernatant,a*,Rhodotorula toruloides,10,-0.030303030303030304,0.8323353293413174,1.0,0.9337729580941466,0.9884101089691542
asid_4091,supernatant,a*,Rhodotorula toruloides,10,-0.030303030303030304,0.6646706586826348,1.0,0.9337729580941466,0.9884101089691542
asid_4092,supernatant,a*,Rhodotorula toruloides,10,0.3090909090909091,0.8562874251497006,1.0,0.3848412302612835,0.9884101089691542
asid_2383,supernatant,a*,Rhodotorula toruloides,10,-0.04863244349440517,1.0,1.0,0.8938677821006586,0.9884101089691542
asid_4096,supernatant,a*,Rhodotorula toruloides,10,-0.2908100331765799,1.0,1.0,0.4149773740591044,0.9884101089691542
asid_4098,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_1276,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4104,supernatant,a*,Rhodotorula toruloides,10,0.18237166310401937,0.6407185628742516,1.0,0.6140677514955037,0.9884101089691542
asid_4105,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_24998,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4111,supernatant,a*,Rhodotorula toruloides,10,-0.21212121212121213,0.8562874251497006,1.0,0.5563057751029299,0.9884101089691542
asid_4114,supernatant,a*,Rhodotorula toruloides,10,-0.16363636363636364,1.0,1.0,0.6514773427962428,0.9884101089691542
asid_4117,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4118,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4120,supernatant,a*,Rhodotorula toruloides,10,-0.16363636363636364,0.15768463073852296,1.0,0.6514773427962428,0.9884101089691542
asid_4121,supernatant,a*,Rhodotorula toruloides,10,-0.2,0.15768463073852296,1.0,0.5795840000000001,0.9884101089691542
asid_11053,supernatant,a*,Rhodotorula toruloides,10,0.03232540919176179,0.8562874251497006,1.0,0.9293620101414009,0.9884101089691542
asid_4123,supernatant,a*,Rhodotorula toruloides,10,0.3333333333333333,0.3013972055888224,1.0,0.34659350708733405,0.9884101089691542
asid_4126,supernatant,a*,Rhodotorula toruloides,10,-0.18787878787878787,0.15768463073852296,1.0,0.603217610029209,0.9884101089691542
asid_4773,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4133,supernatant,a*,Rhodotorula toruloides,10,0.29012942659282975,1.0,1.0,0.4161202535070595,0.9884101089691542
asid_4135,supernatant,a*,Rhodotorula toruloides,10,0.05454545454545454,1.0,1.0,0.8810361811618526,0.9884101089691542
asid_4136,supernatant,a*,Rhodotorula toruloides,10,-0.22424242424242424,0.47305389221556887,1.0,0.5334005612725947,0.9884101089691542
asid_4137,supernatant,a*,Rhodotorula toruloides,10,-0.21212121212121213,0.8083832335329342,1.0,0.5563057751029299,0.9884101089691542
asid_4138,supernatant,a*,Rhodotorula toruloides,10,-0.23636363636363636,0.34930139720558884,1.0,0.5108853175152002,0.9884101089691542
asid_4139,supernatant,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.9884101089691542
asid_9295,supernatant,a*,Rhodotorula toruloides,10,0.018406293574195466,1.0,1.0,0.9597498710616379,0.9884101089691542
asid_2380,supernatant,a*,Rhodotorula toruloides,10,-0.2727272727272727,1.0,1.0,0.44583834154275137,0.9884101089691542
asid_20416,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4144,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4145,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4146,supernatant,a*,Rhodotorula toruloides,10,0.4548567185582403,1.0,1.0,0.18656494869982135,0.9884101089691542
asid_4147,supernatant,a*,Rhodotorula toruloides,10,-0.22424242424242424,0.15768463073852296,1.0,0.5334005612725947,0.9884101089691542
asid_4157,supernatant,a*,Rhodotorula toruloides,10,-0.2727272727272727,0.3013972055888224,1.0,0.44583834154275137,0.9884101089691542
asid_12715,supernatant,a*,Rhodotorula toruloides,10,-0.41818181818181815,0.688622754491018,1.0,0.22911284098281892,0.9884101089691542
asid_4159,supernatant,a*,Rhodotorula toruloides,10,-0.030303030303030304,1.0,1.0,0.9337729580941466,0.9884101089691542
asid_4161,supernatant,a*,Rhodotorula toruloides,10,-0.17575757575757575,0.15768463073852296,1.0,0.6271883447764844,0.9884101089691542
asid_4163,supernatant,a*,Rhodotorula toruloides,10,0.14111491740216522,0.34930139720558884,1.0,0.6973850724458668,0.9884101089691542
asid_6014,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_4167,supernatant,a*,Rhodotorula toruloides,10,-0.04242424242424243,0.6407185628742516,1.0,0.907363817812816,0.9884101089691542
asid_4168,supernatant,a*,Rhodotorula toruloides,10,0.28484848484848485,0.8562874251497006,1.0,0.42503815489214547,0.9884101089691542
asid_1533,supernatant,a*,Rhodotorula toruloides,10,0.22424242424242424,0.688622754491018,1.0,0.5334005612725947,0.9884101089691542
asid_7627,supernatant,a*,Rhodotorula toruloides,10,-0.44242424242424244,0.15768463073852296,1.0,0.20042268671194224,0.9884101089691542
asid_34976,supernatant,a*,Rhodotorula toruloides,10,0.17407765595569785,1.0,1.0,0.6305360755569764,0.9884101089691542
asid_4177,supernatant,a*,Rhodotorula toruloides,10,0.006135431191398488,1.0,1.0,0.9865792494806584,0.9884101089691542
asid_4180,supernatant,a*,Rhodotorula toruloides,10,-0.09090909090909091,0.8562874251497006,1.0,0.8027717312071619,0.9884101089691542
asid_4181,supernatant,a*,Rhodotorula toruloides,10,-0.3212121212121212,1.0,1.0,0.3654683104386702,0.9884101089691542
asid_4182,supernatant,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.688622754491018,1.0,0.3654683104386702,0.9884101089691542
asid_4184,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4188,supernatant,a*,Rhodotorula toruloides,10,0.17407765595569785,1.0,1.0,0.6305360755569764,0.9884101089691542
asid_4191,supernatant,a*,Rhodotorula toruloides,10,-0.09090909090909091,0.49700598802395207,1.0,0.8027717312071619,0.9884101089691542
asid_4194,supernatant,a*,Rhodotorula toruloides,10,0.030303030303030304,1.0,1.0,0.9337729580941466,0.9884101089691542
asid_4014,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4199,supernatant,a*,Rhodotorula toruloides,10,0.07294866524160774,0.8083832335329342,1.0,0.8412712675592938,0.9884101089691542
asid_3157,supernatant,a*,Rhodotorula toruloides,10,-0.23636363636363636,0.15768463073852296,1.0,0.5108853175152002,0.9884101089691542
asid_4071,supernatant,a*,Rhodotorula toruloides,10,-0.10334394242561097,0.8083832335329342,1.0,0.7763340602409095,0.9884101089691542
asid_4203,supernatant,a*,Rhodotorula toruloides,10,0.16363636363636364,0.15768463073852296,1.0,0.6514773427962428,0.9884101089691542
asid_4204,supernatant,a*,Rhodotorula toruloides,10,0.01818181818181818,1.0,1.0,0.9602404181286243,0.9884101089691542
asid_4205,supernatant,a*,Rhodotorula toruloides,10,-0.10303030303030303,1.0,1.0,0.7769984634438898,0.9884101089691542
asid_4206,supernatant,a*,Rhodotorula toruloides,10,-0.11657319263657127,0.688622754491018,1.0,0.748433303989289,0.9884101089691542
asid_4212,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4214,supernatant,a*,Rhodotorula toruloides,10,0.05471149893120581,0.8283433133732535,1.0,0.8806762012346143,0.9884101089691542
asid_3368,supernatant,a*,Rhodotorula toruloides,10,0.09090909090909091,1.0,1.0,0.8027717312071619,0.9884101089691542
asid_4217,supernatant,a*,Rhodotorula toruloides,10,-0.11185001276022302,0.6367265469061876,1.0,0.7583661388348002,0.9884101089691542
asid_4222,supernatant,a*,Rhodotorula toruloides,10,0.01818181818181818,1.0,1.0,0.9602404181286243,0.9884101089691542
asid_8353,supernatant,a*,Rhodotorula toruloides,10,0.05454545454545454,0.6646706586826348,1.0,0.8810361811618526,0.9884101089691542
asid_4228,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4229,supernatant,a*,Rhodotorula toruloides,10,-0.01818181818181818,0.8083832335329342,1.0,0.9602404181286243,0.9884101089691542
asid_4231,supernatant,a*,Rhodotorula toruloides,10,0.3129069907613229,0.34930139720558884,1.0,0.37868901667234744,0.9884101089691542
asid_13619,supernatant,a*,Rhodotorula toruloides,10,-0.3802900433847583,0.3013972055888224,1.0,0.2783431906089356,0.9884101089691542
asid_4238,supernatant,a*,Rhodotorula toruloides,10,0.12766016417281356,0.688622754491018,1.0,0.7252501396569361,0.9884101089691542
asid_4239,supernatant,a*,Rhodotorula toruloides,10,0.3939393939393939,0.15768463073852296,1.0,0.25999776683488757,0.9884101089691542
asid_4240,supernatant,a*,Rhodotorula toruloides,10,0.04242424242424243,1.0,1.0,0.907363817812816,0.9884101089691542
asid_4243,supernatant,a*,Rhodotorula toruloides,10,-0.21212121212121213,0.688622754491018,1.0,0.5563057751029299,0.9884101089691542
asid_4244,supernatant,a*,Rhodotorula toruloides,10,-0.3090909090909091,0.3253493013972056,1.0,0.3848412302612835,0.9884101089691542
asid_4246,supernatant,a*,Rhodotorula toruloides,10,0.5449492609130662,0.34930139720558884,1.0,0.10331591735410979,0.9884101089691542
asid_4248,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_4249,supernatant,a*,Rhodotorula toruloides,10,-0.05521888072258639,0.6646706586826348,1.0,0.8795763328505938,0.9884101089691542
asid_4250,supernatant,a*,Rhodotorula toruloides,10,-0.24848484848484848,0.688622754491018,1.0,0.48877630451924314,0.9884101089691542
asid_10801,supernatant,a*,Rhodotorula toruloides,10,-0.2,0.15768463073852296,1.0,0.5795840000000001,0.9884101089691542
asid_4253,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_14017,supernatant,a*,Rhodotorula toruloides,10,-0.09090909090909091,0.15768463073852296,1.0,0.8027717312071619,0.9884101089691542
asid_4255,supernatant,a*,Rhodotorula toruloides,10,-0.296969696969697,0.3013972055888224,1.0,0.4047016712701569,0.9884101089691542
asid_12436,supernatant,a*,Rhodotorula toruloides,10,-0.030303030303030304,0.8562874251497006,1.0,0.9337729580941466,0.9884101089691542
asid_1294,supernatant,a*,Rhodotorula toruloides,10,0.4061811972299616,1.0,1.0,0.2441286818964912,0.9884101089691542
asid_4263,supernatant,a*,Rhodotorula toruloides,10,-0.2727272727272727,0.5209580838323353,1.0,0.44583834154275137,0.9884101089691542
asid_4268,supernatant,a*,Rhodotorula toruloides,10,-0.2727272727272727,0.15768463073852296,1.0,0.44583834154275137,0.9884101089691542
asid_4269,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4270,supernatant,a*,Rhodotorula toruloides,10,-0.12727272727272726,0.8083832335329342,1.0,0.7260570147627894,0.9884101089691542
asid_13237,supernatant,a*,Rhodotorula toruloides,10,0.06666666666666667,0.34930139720558884,1.0,0.8548130882487426,0.9884101089691542
asid_4273,supernatant,a*,Rhodotorula toruloides,10,0.3333333333333333,1.0,1.0,0.34659350708733405,0.9884101089691542
asid_4274,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4276,supernatant,a*,Rhodotorula toruloides,10,0.5393939393939394,0.469061876247505,1.0,0.1075931877824148,0.9884101089691542
asid_4277,supernatant,a*,Rhodotorula toruloides,10,-0.01818181818181818,1.0,1.0,0.9602404181286243,0.9884101089691542
asid_4278,supernatant,a*,Rhodotorula toruloides,10,-0.09090909090909091,1.0,1.0,0.8027717312071619,0.9884101089691542
asid_1933,supernatant,a*,Rhodotorula toruloides,10,-0.10303030303030303,0.34930139720558884,1.0,0.7769984634438898,0.9884101089691542
asid_4288,supernatant,a*,Rhodotorula toruloides,10,0.15151515151515152,0.49700598802395207,1.0,0.6760651759978538,0.9884101089691542
asid_4290,supernatant,a*,Rhodotorula toruloides,10,-0.04242424242424243,1.0,1.0,0.907363817812816,0.9884101089691542
asid_977,supernatant,a*,Rhodotorula toruloides,10,0.07878787878787878,1.0,1.0,0.8287173946974606,0.9884101089691542
asid_5256,supernatant,a*,Rhodotorula toruloides,10,-0.23636363636363636,0.15768463073852296,1.0,0.5108853175152002,0.9884101089691542
asid_35756,supernatant,a*,Rhodotorula toruloides,10,-0.05454545454545454,0.8562874251497006,1.0,0.8810361811618526,0.9884101089691542
asid_9457,supernatant,a*,Rhodotorula toruloides,10,0.11515151515151516,0.688622754491018,1.0,0.7514196523258483,0.9884101089691542
asid_4295,supernatant,a*,Rhodotorula toruloides,10,0.28484848484848485,0.688622754491018,1.0,0.42503815489214547,0.9884101089691542
asid_4297,supernatant,a*,Rhodotorula toruloides,10,0.06666666666666667,0.8323353293413174,1.0,0.8548130882487426,0.9884101089691542
asid_4298,supernatant,a*,Rhodotorula toruloides,10,-0.045255572868466515,0.8283433133732535,1.0,0.9012059369093487,0.9884101089691542
asid_4299,supernatant,a*,Rhodotorula toruloides,10,-0.05454545454545454,0.6646706586826348,1.0,0.8810361811618526,0.9884101089691542
asid_7181,supernatant,a*,Rhodotorula toruloides,10,-0.11515151515151516,0.469061876247505,1.0,0.7514196523258483,0.9884101089691542
asid_4302,supernatant,a*,Rhodotorula toruloides,10,-0.05454545454545454,0.8562874251497006,1.0,0.8810361811618526,0.9884101089691542
asid_4303,supernatant,a*,Rhodotorula toruloides,10,-0.4061811972299616,1.0,1.0,0.2441286818964912,0.9884101089691542
asid_3321,supernatant,a*,Rhodotorula toruloides,10,-0.020483662259967568,1.0,1.0,0.9552107846379219,0.9884101089691542
asid_4309,supernatant,a*,Rhodotorula toruloides,10,-0.17792750455055617,0.469061876247505,1.0,0.6228731846521808,0.9884101089691542
asid_4312,supernatant,a*,Rhodotorula toruloides,10,0.03647433262080387,0.8323353293413174,1.0,0.9203184602756675,0.9884101089691542
asid_14006,supernatant,a*,Rhodotorula toruloides,10,0.22489969497999554,1.0,1.0,0.5321695265251559,0.9884101089691542
asid_21688,supernatant,a*,Rhodotorula toruloides,10,0.3696969696969697,0.34930139720558884,1.0,0.2930500752928223,0.9884101089691542
asid_4317,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_23021,supernatant,a*,Rhodotorula toruloides,10,-0.44242424242424244,0.8562874251497006,1.0,0.20042268671194224,0.9884101089691542
asid_4319,supernatant,a*,Rhodotorula toruloides,10,-0.2727272727272727,0.3013972055888224,1.0,0.44583834154275137,0.9884101089691542
asid_4321,supernatant,a*,Rhodotorula toruloides,10,-0.5222329678670935,0.3013972055888224,1.0,0.12150291881711318,0.9884101089691542
asid_6321,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_976,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4330,supernatant,a*,Rhodotorula toruloides,10,-0.5272727272727272,0.15768463073852296,1.0,0.11730806555020223,0.9884101089691542
asid_4331,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_6227,supernatant,a*,Rhodotorula toruloides,10,0.10303030303030303,0.8083832335329342,1.0,0.7769984634438898,0.9884101089691542
asid_4335,supernatant,a*,Rhodotorula toruloides,10,0.030303030303030304,0.8083832335329342,1.0,0.9337729580941466,0.9884101089691542
asid_4336,supernatant,a*,Rhodotorula toruloides,10,0.1458973304832155,0.6407185628742516,1.0,0.6875567115411831,0.9884101089691542
asid_4340,supernatant,a*,Rhodotorula toruloides,10,-0.1393939393939394,0.688622754491018,1.0,0.7009318849100584,0.9884101089691542
asid_4341,supernatant,a*,Rhodotorula toruloides,10,0.07878787878787878,1.0,1.0,0.8287173946974606,0.9884101089691542
asid_4344,supernatant,a*,Rhodotorula toruloides,10,-0.5636363636363636,0.15768463073852296,1.0,0.08972402831709125,0.9884101089691542
asid_4345,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_4346,supernatant,a*,Rhodotorula toruloides,10,-0.28484848484848485,0.8562874251497006,1.0,0.42503815489214547,0.9884101089691542
asid_4347,supernatant,a*,Rhodotorula toruloides,10,-0.3090909090909091,0.8562874251497006,1.0,0.3848412302612835,0.9884101089691542
asid_4349,supernatant,a*,Rhodotorula toruloides,10,-0.5103493078392206,0.688622754491018,1.0,0.1317596196544768,0.9884101089691542
asid_4351,supernatant,a*,Rhodotorula toruloides,10,-0.6121212121212121,0.688622754491018,1.0,0.05997214247725524,0.9884101089691542
asid_4352,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4353,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_558,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4358,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4360,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4361,supernatant,a*,Rhodotorula toruloides,10,0.5449492609130662,0.34930139720558884,1.0,0.10331591735410979,0.9884101089691542
asid_4364,supernatant,a*,Rhodotorula toruloides,10,-0.3355500382806691,0.3013972055888224,1.0,0.34319637218148885,0.9884101089691542
asid_4365,supernatant,a*,Rhodotorula toruloides,10,0.0790277206784084,0.8083832335329342,1.0,0.8282024798594116,0.9884101089691542
asid_10314,supernatant,a*,Rhodotorula toruloides,10,-0.17150335289900864,0.8083832335329342,1.0,0.6356778727156087,0.9884101089691542
asid_4368,supernatant,a*,Rhodotorula toruloides,10,0.07878787878787878,0.688622754491018,1.0,0.8287173946974606,0.9884101089691542
asid_4369,supernatant,a*,Rhodotorula toruloides,10,0.030303030303030304,0.8562874251497006,1.0,0.9337729580941466,0.9884101089691542
asid_11388,supernatant,a*,Rhodotorula toruloides,10,0.006253053994807224,1.0,1.0,0.986321979214696,0.9884101089691542
asid_14463,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_4373,supernatant,a*,Rhodotorula toruloides,10,-0.3212121212121212,0.688622754491018,1.0,0.3654683104386702,0.9884101089691542
asid_4374,supernatant,a*,Rhodotorula toruloides,10,0.10303030303030303,0.8562874251497006,1.0,0.7769984634438898,0.9884101089691542
asid_4375,supernatant,a*,Rhodotorula toruloides,10,-0.06666666666666667,1.0,1.0,0.8548130882487426,0.9884101089691542
asid_4376,supernatant,a*,Rhodotorula toruloides,10,0.0,1.0,1.0,1.0,1.0
asid_4378,supernatant,a*,Rhodotorula toruloides,10,-0.43561561458929265,0.15768463073852296,1.0,0.20825788700156508,0.9884101089691542
asid_4379,supernatant,a*,Rhodotorula toruloides,10,-0.5393939393939394,1.0,1.0,0.1075931877824148,0.9884101089691542
asid_4380,supernatant,a*,Rhodotorula toruloides,10,-0.17407765595569785,1.0,1.0,0.6305360755569764,0.9884101089691542
asid_4385,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_7506,supernatant,a*,Rhodotorula toruloides,10,0.06666666666666667,0.6646706586826348,1.0,0.8548130882487426,0.9884101089691542
asid_4388,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4389,supernatant,a*,Rhodotorula toruloides,10,0.28484848484848485,0.15768463073852296,1.0,0.42503815489214547,0.9884101089691542
asid_4390,supernatant,a*,Rhodotorula toruloides,10,-0.34545454545454546,0.688622754491018,1.0,0.32822651147136733,0.9884101089691542
asid_4393,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_16908,supernatant,a*,Rhodotorula toruloides,10,0.15151515151515152,0.15768463073852296,1.0,0.6760651759978538,0.9884101089691542
asid_1087,supernatant,a*,Rhodotorula toruloides,10,0.15659001786431223,1.0,1.0,0.6657357311128086,0.9884101089691542
asid_4397,supernatant,a*,Rhodotorula toruloides,10,0.04242424242424243,1.0,1.0,0.907363817812816,0.9884101089691542
asid_4403,supernatant,a*,Rhodotorula toruloides,10,-0.16363636363636364,1.0,1.0,0.6514773427962428,0.9884101089691542
asid_4405,supernatant,a*,Rhodotorula toruloides,10,0.36537670835006186,0.15768463073852296,1.0,0.299164843623496,0.9884101089691542
asid_4406,supernatant,a*,Rhodotorula toruloides,10,0.19384467383902396,0.49700598802395207,1.0,0.5915422078648283,0.9884101089691542
asid_4408,supernatant,a*,Rhodotorula toruloides,10,-0.030303030303030304,1.0,1.0,0.9337729580941466,0.9884101089691542
asid_42707,supernatant,a*,Rhodotorula toruloides,10,0.01818181818181818,1.0,1.0,0.9602404181286243,0.9884101089691542
asid_4425,supernatant,a*,Rhodotorula toruloides,10,-0.28484848484848485,0.688622754491018,1.0,0.42503815489214547,0.9884101089691542
asid_621,supernatant,a*,Rhodotorula toruloides,10,-0.19894973017461143,0.688622754491018,1.0,0.5816179825309529,0.9884101089691542
asid_4429,supernatant,a*,Rhodotorula toruloides,10,0.5222329678670935,1.0,1.0,0.12150291881711318,0.9884101089691542
asid_4431,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_4433,supernatant,a*,Rhodotorula toruloides,10,-0.10303030303030303,0.34930139720558884,1.0,0.7769984634438898,0.9884101089691542
asid_7077,supernatant,a*,Rhodotorula toruloides,10,0.2147400916989471,0.688622754491018,1.0,0.5513247480759309,0.9884101089691542
asid_2369,supernatant,a*,Rhodotorula toruloides,10,-0.16363636363636364,0.6407185628742516,1.0,0.6514773427962428,0.9884101089691542
asid_4440,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_2363,supernatant,a*,Rhodotorula toruloides,10,0.2,0.8562874251497006,1.0,0.5795840000000001,0.9884101089691542
asid_4444,supernatant,a*,Rhodotorula toruloides,10,0.18787878787878787,0.469061876247505,1.0,0.603217610029209,0.9884101089691542
asid_4446,supernatant,a*,Rhodotorula toruloides,10,,,,,
asid_5755,supernatant,a*,Rhodotorula toruloides,10,-0.38181818181818183,0.34930139720558884,1.0,0.27625533338543595,0.9884101089691542
asid_3845,supernatant,a*,Rhodotorula toruloides,10,0.22424242424242424,0.469061876247505,1.0,0.5334005612725947,0.9884101089691542
