row ID,row m/z,row retention time,adduct
10957,550.3129,5.055,[M+H]1+
5414,818.5065,7.544,[M+ACN+H]1+
19474,481.3634,5.419,[M+H]1+
2013,411.3026,5.393,[M+H]1+
1276,548.369,5.095,[M+H]1+
731,521.3301,5.276696,[M-NH3+H]1+
10575,1090.8184,5.482,[M+Na]1+
8456,307.0824,0.538343,[M+2K-H]1+
23241,563.5526,0.768489,[M+2H]2+
12960,728.858,2.138638,[M+2H]2+
4306,1110.8447,5.719,[M+Na]1+
27206,904.6316,6.329185,[M+H]1+
11435,310.1767,4.986,[M+Na]1+
42785,564.0542,0.768489,[M+2H]2+
15281,808.4645,4.958,[M+H]1+
3427,509.341,4.975733,[M+H]1+
20803,376.3111,6.071691,[M-H2O+H]1+
14370,520.0287,4.934,[M+H]1+
17156,764.3669,2.178613,[M+2H]2+
4764,520.3038,4.951,[M+H]1+
48169,303.1697,1.190712,[M+H]1+
40325,613.4781,6.796,[M+H]1+
1170,1092.8341,5.554,[M+H]1+
7094,578.4155,5.423105,[M+H]1+
15882,553.3256,5.139,[M+H]1+
21268,1273.5969,2.822651,[M+2H]2+
2799,809.5834,5.476,[M+Na]1+
19196,537.0972,0.742526,[M+2H]2+
11717,551.3101,5.013,[M+H]1+
16412,522.3328,4.855,[M+H]1+
47856,581.3815,4.558066,[M-2H2O+H]1+
102,1041.673,4.951,[2M+H]1+
10803,201.0752,0.924,[M+H]1+
17451,549.2955,4.935,[M+2H]2+
690,360.3096,5.111222,[M+H]1+
21745,526.3651,5.047,[M+H]1+
1885,518.3476,4.864,[M+H]1+
1921,1046.7083,5.047,[2M+H]1+
9,1039.6669,4.951,[2M+H]1+
10775,766.541,5.577143,[M+H]1+
16,1040.67,4.951,[2M+H]1+
7550,522.3436,5.220229,[M+H]1+
43512,537.5987,0.742526,[M+2H]2+
142,1044.7024,5.047,[2M+H]1+
10248,819.5104,7.553,[M+ACN+H]1+
48006,642.2448,5.233,[M+H]1+
58,1043.699,5.047,[2M+H]1+
1115,1038.6558,4.917,[M+H]1+
288,802.5323,7.544,[M+2H]2+
10398,1124.4944,7.601272,[M+H]1+
14271,570.3508,5.095,[M+Na]1+
17219,832.5659,5.576953,[M+ACN+Na]1+
2622,1043.6788,4.951,[2M+H]1+
24856,409.3448,5.328,[M+H]1+
534,1042.676,4.951,[2M+H]1+
8578,1047.7114,5.047,[2M+H]1+
2461,496.2652,5.258,[M+H]1+
22726,311.1753,4.924773,[M+H]1+
637,803.536,7.544,[M+2H]2+
18947,744.4626,7.544,[M+H]1+
23372,698.3805,4.808,[M+H]1+
18749,423.3605,5.420923,[M-H2O+H]1+
19562,171.1375,2.684702,[M+H]1+
41575,217.1945,4.708045,[M+H]1+
1605,736.4882,5.485,[M+Na]1+
8454,405.1017,7.637,[M-H2O+H]1+
31430,664.1142,0.538343,[M+H]1+
9450,1126.4955,7.576066,[M+H]1+
6502,230.2109,2.684702,[M+H]1+
28286,442.3404,4.712,[M+H]1+
16133,258.109,4.944,[M+H]1+
5843,798.5615,7.558,[M+H]1+
735,1037.652,4.916,[M+H]1+
22085,776.5615,6.06,[M+Na]1+
1416,1098.8733,5.587899,[M+H]1+
7731,1059.6338,4.917472,[M+H]1+
3659,1099.8837,5.566907,[M+NH3+H]1+
7884,311.2571,5.258,[M+H]1+
40610,496.3329,5.615,[M+H]1+
3927,595.4701,5.468,[M+Na]1+
5114,713.348,5.625615,[M+K]1+
18987,171.1374,4.370788,[M+H]1+
4907,736.445,5.282,[M+H]1+
31770,766.5259,5.818994,[M+H]1+
52762,277.6306,4.252,[M+H]1+
3787,496.3329,5.544,[M-H2O+H]1+
9497,750.5846,6.211649,[M+H]1+
5960,299.182,4.360268,[M-NH3+H]1+
10841,794.6108,6.182817,[M+NH3+H]1+
400,558.2945,5.196239,[M+Na]1+
8471,536.3689,5.131673,[M+H]1+
45725,749.5145,6.874619,[M+H]1+
16156,794.5722,5.821006,[M+H]1+
2103,1070.5753,7.568,[M+H]1+
19442,423.1121,7.640084,[M+H]1+
180,780.5508,7.552,[M+ACN+H]1+
3789,1072.8613,5.587899,[M+NH3+H]1+
15356,448.2443,4.702,[M+H]1+
389,781.5541,7.559,[M+ACN+H]1+
18479,529.2899,5.046,[M+H]1+
3354,737.4916,5.485,[M+Na]1+
40461,766.541,5.636877,[M+H]1+
15772,515.327,5.635,[M+H]1+
6024,426.3351,5.671765,[M+H]1+
52496,380.1904,2.995436,[M+H]1+
7344,901.528,4.831,[M+H]1+
18924,205.0702,7.650095,[M+H]1+
485,1017.6835,5.021,[M+H]1+
25555,575.489,5.592436,[M+H]1+
9599,613.157,0.538343,[M+H]1+
18203,795.9523,4.871,[M+H]1+
10089,518.3737,5.732,[M+H]1+
15924,328.3199,5.554,[M+H]1+
9988,541.3074,5.12,[M+H]1+
17583,627.3324,5.141,[M+H]1+
14584,318.6912,3.961616,[M+2H]2+
5698,576.3298,5.452,[M+H]1+
41725,782.471,5.961178,[M+H]1+
39344,202.0858,1.201235,[M+H]1+
30129,376.1923,7.594129,[M+ACN+H]1+
4937,531.2725,5.459,[M+H]1+
10226,438.3181,4.633043,[M+H]1+
3508,522.325,5.275,[M+NH3+H]1+
7814,604.382,5.295357,[M+H]1+
15196,512.3328,4.713,[M+H]1+
45785,297.18,1.433613,[M+H]1+
1922,355.0679,5.515,[M+H]1+
20731,353.2672,5.272644,[M+H]1+
1464,302.305,4.537729,[M+H]1+
9300,755.5385,5.57,[M-3H2O+H]1+
23678,346.331,4.567662,[M+H]1+
9441,593.3328,3.961616,[M+H]1+
40718,395.1666,4.062,[M+H]1+
32452,505.2229,4.713,[M+H]1+
19211,333.1505,7.594129,[M+H]1+
8179,632.4164,5.298516,[M+H]1+
10511,636.3748,3.961616,[M+H]1+
14076,438.2961,5.084,[M+H]1+
11658,417.2537,5.720769,[M+H]1+
13708,517.2543,7.618164,[M+H+Na]2+
319,523.322,5.564458,[M+Na]1+
3142,540.3041,5.12,[M+H]1+
15078,544.7774,4.873,[M+2H]2+
22252,666.476,6.054676,[M+Na]1+
40624,440.1386,7.640084,[M+NH3+H]1+
10132,593.5962,5.569,[M+NH3+H]1+
25848,726.4988,5.709931,[M+H]1+
1309,262.0969,1.514886,[M+H]1+
6134,321.1795,2.678,[M+H]1+
7931,769.5544,5.474226,[M+NH3+H]1+
17981,520.3378,7.56,[M+H]1+
3063,473.3159,5.727,[M+H]1+
25547,275.1118,3.107346,[M+H]1+
36690,1186.3481,7.650095,[M+H]1+
47303,589.338,3.989731,[M+H]1+
21818,180.0651,1.364248,[M+H]1+
40176,548.5019,6.438368,[M-H2O+H]1+
36568,310.3102,5.494,[M+H]1+
24249,520.338,4.713,[M-H2O+H]1+
8304,780.5833,6.330239,[M+Na]1+
10766,611.2479,7.619,[M+H]1+
13867,425.3148,4.763282,[M+H]1+
1975,270.2783,5.496145,[M+H]1+
40785,537.311,5.896845,[M+H]1+
7905,452.2392,5.143,[M-H2O+H]1+
45653,299.1129,2.055814,[M-H2O+H]1+
1451,730.5354,5.468,[M-3H2O+H]1+
13202,1091.821,5.482,[M+Na]1+
27676,188.0357,3.04,[M+H]1+
21640,940.1926,5.571937,[M+H]1+
33838,472.2419,4.792,[M+Na]1+
4580,324.2886,5.272875,[M-H2O+H]1+
2666,1002.6553,5.038,[M+H]1+
5798,433.2494,5.577,[M+H]1+
35996,1054.6454,5.67029,[M+H]1+
19786,711.4076,5.375,[M+H]1+
51726,346.7225,4.011574,[M+H]1+
33923,989.2589,7.640084,[M-H2O+H]1+
379,353.2675,5.475,[M+Na]1+
32063,1254.8378,6.198124,[M+H]1+
17809,348.0693,1.409204,[M+H]1+
33202,289.0886,0.564518,[M+H]1+
6014,451.3303,4.663017,[M+H]1+
19294,410.1692,2.439,[M-H2O+H]1+
9020,676.4601,5.736,[M+H]1+
6140,698.4966,5.918968,[M+H]1+
670,254.1604,0.659,[M+H]1+
1584,597.4857,7.561,[M+Na]1+
24538,309.2415,4.792,[M+H]1+
5179,410.3013,5.029,[M+H]1+
10587,277.0464,3.03,[M+Na]1+
16798,439.0998,1.409204,[M+H]1+
24677,196.0332,3.702,[M+H]1+
38385,457.2205,5.074,[M+H]1+
11266,377.1866,5.583152,[M+H]1+
7928,492.2314,5.132,[M+Na]1+
4086,517.3647,5.48756,[M+H]1+
13176,629.3483,5.282,[M+H]1+
22880,306.128,7.61,[M+H]1+
37229,521.3754,5.692551,[M+NH3+H]1+
36791,388.7296,7.61518,[M+H]1+
45561,767.4543,4.644901,[M+H]1+
15861,729.5231,5.577826,[M-H2O+H]1+
3641,450.2599,4.792,[M+H]1+
49785,255.1898,3.920976,[M+H]1+
3882,598.4891,7.567,[M+Na]1+
28552,208.0964,1.418482,[M+H]1+
30991,307.1561,5.482,[M+H]1+
11317,791.5369,7.544,[M+2Na-H]1+
3229,437.3146,4.633043,[M+H]1+
49682,510.3176,4.683,[M+H]1+
2911,285.2415,5.143,[M+H]1+
3264,471.257,5.141,[M+H]1+
18532,361.1914,5.727,[M+H]1+
9339,709.4977,6.025827,[M+Na]1+
8008,497.2686,5.258,[M+H]1+
14910,388.992,7.601272,[M+H]1+
25893,317.1235,2.065804,[M+H]1+
29791,960.5207,4.480158,[M+H]1+
31268,623.4625,6.296716,[M+H]1+
872,470.2494,5.135,[M+H]1+
49883,469.3407,4.663017,[M+H]1+
9325,541.3714,5.603,[M+H]1+
19790,264.1257,0.6543,[M+H]1+
48962,617.4029,4.639093,[M+H]1+
13276,271.0594,2.683291,[M+H]1+
16625,951.5983,7.367554,[M+H]1+
787,995.5542,7.56,[M+NH3+H]1+
47793,391.1223,7.650095,[M+H]1+
5426,743.5393,7.568,[M+K]1+
49578,363.0914,7.647,[M+H]1+
4576,483.3258,4.925,[M+3Na-2H]1+
4812,1426.8126,4.855,[M+H]1+
18215,707.5622,6.240481,[M+NH3+H]1+
6552,693.5326,5.21666,[M-NH3+H]1+
16408,608.3519,3.989731,[M+H]1+
8773,481.3771,4.819,[M+H]1+
12459,204.1237,1.53,[M+H]1+
16560,268.2628,4.683,[M+H]1+
26000,602.1909,7.650095,[M+NH3+H]1+
20925,617.9305,5.765,[M+H+Na]2+
18289,268.1434,3.459697,[M+Na]1+
1731,788.5404,5.478,[M+2Na-H]1+
24878,442.3745,4.5536,[M+H]1+
34938,456.3557,4.732513,[M+NH3+H]1+
5990,607.3484,3.989731,[M+H]1+
9014,325.699,3.989731,[M+2H]2+
443,511.3511,4.683,[M+H]1+
6430,495.3928,4.838,[M+H]1+
10430,326.6413,7.619,[M+2H]2+
12078,666.6042,5.680306,[M+H]1+
18329,732.5428,5.383,[M+H]1+
13301,485.27,5.351,[M+H]1+
3231,509.3412,5.085,[M+H]1+
6860,650.3905,3.989731,[M+H]1+
4559,809.5837,7.544,[M+H]1+
4327,285.2415,4.829,[M+H]1+
1044,508.3377,5.085,[M+H]1+
15996,517.2405,4.733145,[M+H]1+
20859,626.2123,7.619,[M+H]1+
2308,368.3146,5.393,[M+H]1+
2149,411.309,5.167,[M-3H2O+H]1+
39010,313.0695,3.776,[M+H]1+
12150,398.2309,5.411,[M+H]1+
17024,297.1802,1.523073,[M+H]1+
44179,211.0861,1.773723,[M+H]1+
16057,712.5176,6.240481,[M+Na]1+
18598,210.1272,5.141,[M+H]1+
976,426.2599,4.829,[M+H]1+
22650,449.3819,5.595,[M-NH3+H]1+
7862,1099.8754,5.711934,[M+ACN+H]1+
14927,245.0801,3.414,[M+H]1+
3420,272.0621,3.703,[M+H]1+
6796,637.478,6.476,[M+H]1+
10445,335.6274,7.584132,[M+2H]2+
15828,331.1643,1.820778,[M+H]1+
18482,283.1617,1.039514,[M+H]1+
8897,768.5514,7.536,[M+Na]1+
3363,342.2991,5.376,[M+H]1+
21549,668.4901,6.328621,[M+2H]2+
4864,265.0965,2.004365,[M+H]1+
617,271.0588,3.703,[M+H]1+
7403,427.3038,5.149,[M+H]1+
32584,269.149,0.798341,[M+H]1+
8418,704.543,6.025827,[M+NH3+H]1+
14948,519.2383,4.733145,[M+H]1+
52451,651.5146,6.173956,[M+H]1+
6556,455.3526,4.722256,[M+NH3+H]1+
35575,675.5142,5.988685,[M+H]1+
12095,965.577,6.823456,[M+H]1+
15791,392.3729,5.495013,[M+H]1+
14138,448.2418,4.82,[M+Na]1+
3883,311.2571,4.89,[M+H]1+
15230,289.6326,7.618164,[M+2H]2+
20720,662.533,6.282488,[M+H]1+
31067,273.075,3.652,[M+H]1+
1753,608.3254,5.267,[M+NH3+H]1+
30760,311.2935,5.708837,[M+H]1+
900,452.2755,4.89,[M+H]1+
37551,327.0853,4.658908,[M+H]1+
1202,454.3493,4.722256,[M+NH3+H]1+
3317,453.2788,4.89,[M+H]1+
8217,265.2517,5.167,[M+H]1+
809,381.2985,5.564458,[M+Na]1+
385,453.3459,4.722256,[M+NH3+H]1+
30914,233.1892,5.132,[M+H]1+
32418,621.4464,6.094469,[M+H]1+
12810,637.4778,6.407,[M+H]1+
290,255.0644,3.042732,[M+H]1+
3305,567.3777,5.663616,[M+Na]1+
10555,514.2886,4.802,[M+Na]1+
7560,257.0915,1.78371,[M+H]1+
9918,665.4727,6.054676,[M+Na]1+
40061,304.211,1.577,[M+H]1+
1291,313.2727,5.466,[M-H2O+H]1+
502,494.3224,4.978,[M+H]1+
6887,512.3329,4.61306,[M+H]1+
22560,269.1489,0.541231,[M+2ACN+H]1+
52689,275.1119,2.995436,[M+H]1+
1054,492.3067,4.794,[M+H]1+
4152,577.4119,5.124,[M+NH3+H]1+
29434,511.7516,4.567514,[M+H]1+
3465,667.4871,6.308597,[M+2H]2+
7708,935.4934,4.652758,[M+Na]1+
6292,423.361,4.651649,[M-H2O+H]1+
1880,943.5225,4.560932,[M+H]1+
5360,1432.8599,4.933,[M+H]1+
13764,797.4655,4.660952,[M+H]1+
22834,1078.7772,5.599,[M+H]1+
10521,406.276,5.703,[M+H]1+
5908,423.3607,4.563068,[M-H2O+H]1+
8476,945.5288,4.560932,[M+H]1+
4263,462.2599,4.781744,[M+H]1+
1861,620.4344,5.115,[M+NH3+H]1+
6623,943.5746,4.83,[M+H]1+
6588,495.3255,4.961,[M+H]1+
14788,417.2383,5.418,[M+H]1+
1255,935.6058,4.838,[M+H]1+
32799,850.5598,6.298709,[M-H2O+H]1+
23326,324.1644,0.924,[M+H]1+
2320,376.2222,2.187426,[M+H]1+
25181,497.3355,4.683,[M+H]1+
5164,642.3809,1.366442,[M+H]1+
13171,291.1696,2.371,[M+H]1+
3846,419.2209,0.802,[M+2H]2+
50807,318.1904,1.083,[M+H]1+
9639,1478.1033,5.984283,[2M+Na]1+
7926,768.5564,5.639,[M+Na]1+
7041,651.2974,2.486452,[M+2H]2+
6765,1097.8679,5.469,[M+Na]1+
21250,1456.1224,5.991633,[2M+H]1+
3541,752.517,5.476,[M-NH3+H2O+H]1+
275,804.5477,5.476,[M+2Na-H]1+
3734,752.5168,5.38,[M+H]1+
3154,1096.8561,5.477,[M+Na]1+
5457,820.5432,5.715323,[M+H]1+
28018,259.0781,0.55,[M+H]1+
32300,752.6005,6.544709,[M+H]1+
26495,519.3255,4.600949,[M+H]1+
128,804.5478,5.394,[M+2Na-H]1+
4579,1069.8379,5.475,[M+H]1+
35420,518.3223,4.600128,[M+H]1+
3529,545.3389,5.047,[M+Na]1+
719,1095.8524,5.562352,[M+H]1+
642,1094.8492,5.579699,[M+ACN+H]1+
17751,441.371,5.613643,[M+H]1+
19737,280.654,5.048,[M+H]1+
807,544.3352,5.381,[M+H]1+
13168,540.3033,5.398,[M+H]1+
8679,746.4784,5.394,[M+NH3+H]1+
8074,537.2957,4.864,[M+H]1+
1263,1092.8342,5.576643,[M+ACN+H]1+
12744,527.3781,5.176,[M+H]1+
557,798.5608,5.631,[M+H]1+
5601,1091.8219,5.576643,[M-3H2O+H]1+
13899,530.3196,4.97,[M+Na]1+
1622,1093.8373,5.554,[M-NH3+H2O+H]1+
21445,764.8685,2.178613,[M+2H]2+
2004,1092.8341,5.482,[M+Na]1+
24756,484.4131,5.865899,[M+H]1+
3892,525.2691,2.081217,[M+2H]2+
2707,545.3386,5.381,[M+H]1+
14075,1067.6285,4.942,[M+2H]2+
9007,1300.6382,2.679453,[M+3H]3+
7372,552.4001,5.384,[M+H]1+
4142,1090.8186,5.576643,[M-3H2O+H]1+
25936,1064.6694,5.063,[M+H]1+
6001,1305.9274,5.179,[M+H]1+
482,1045.7054,5.047,[2M+H]1+
2006,1042.6871,5.046,[M+H]1+
23365,553.8273,5.149,[M+H]1+
12855,532.3353,5.087,[M+Na]1+
43065,576.299,3.804,[M+H]1+
8736,583.3074,1.168,[M+H]1+
4065,354.3354,5.485,[M-H2O+H]1+
26761,644.2966,4.81698,[2M+NH3+H]1+
20176,1073.1871,0.748477,[M+H]1+
37632,470.2862,4.593077,[M+H]1+
520,541.2936,1.023581,[M+2H]2+
34782,238.1068,2.025108,[M+H]1+
2261,525.3668,4.83,[M+H]1+
11786,520.645,4.942,[M+H]1+
10109,502.3278,7.585159,[M+ACN+H]1+
6171,755.5021,5.416,[M+H]1+
814,1018.687,5.021,[M+H]1+
38706,837.5661,6.828967,[M+H]1+
1740,815.559,5.255,[M+H]1+
8906,1072.8665,5.476091,[M+H]1+
14381,743.4595,5.482,[M+ACN+H]1+
5860,457.2857,5.605,[M+H]1+
7387,1100.887,5.598135,[M+NH3+H]1+
2217,1094.8501,5.721,[M+ACN+H]1+
33183,335.1659,7.594129,[M+H]1+
9184,348.0692,0.535457,[M+3Na-2H]1+
30490,709.5414,5.606763,[M+H]1+
13463,704.4833,5.297015,[M+H]1+
49710,336.69,3.989731,[M+H]1+
3992,1094.5754,7.56,[M+H]1+
14537,540.5342,5.451,[M+H]1+
13832,225.1955,4.364504,[M+H]1+
4527,1092.5586,7.56,[M+H]1+
6714,1073.8696,5.578908,[M+NH3+H]1+
12123,532.2758,5.459,[M+H]1+
5225,479.331,5.013,[M-H2O+H]1+
13450,768.55,5.578,[M+H]1+
21499,522.0416,5.047,[M+H]1+
865,740.5199,7.536,[M-NH3+H2O+H]1+
4661,554.1743,5.515,[M+H]1+
32169,600.3958,4.558796,[M-H2O+H]1+
17401,318.1266,2.248593,[M+H]1+
7534,280.1534,3.575091,[M+H]1+
50859,434.1943,2.357,[M+H]1+
12302,1063.5957,4.855,[M+H]1+
13897,767.5391,7.544,[M+Na]1+
1832,741.5236,7.544,[M-NH3+H2O+H]1+
8767,409.2072,5.554106,[M+H]1+
18835,796.4543,4.88,[M+H]1+
1287,482.3222,4.916,[M+3Na-2H]1+
36243,255.1898,3.989731,[M+H]1+
44724,317.0625,1.428,[M+H]1+
25392,479.3926,5.50148,[M+H]1+
27075,449.1961,7.618164,[M+H]1+
20564,518.247,5.258,[M+Na]1+
910,738.5043,7.544,[M+H]1+
5909,1051.4741,7.576026,[M+H]1+
19651,787.1646,1.408897,[M+H]1+
41551,663.5364,6.282488,[M+H]1+
2492,1017.5359,7.551,[M+H]1+
11202,427.3301,4.977486,[M+H]1+
13710,356.3516,5.442,[M+H]1+
26730,494.2836,4.730265,[M+2Na-H]1+
13657,538.3484,4.89,[M+H]1+
2060,506.3222,4.872,[M+H]1+
1358,904.6898,5.598951,[M+H]1+
2382,393.2388,7.56,[M+K]1+
5584,1092.834,5.718655,[M+H]1+
2236,761.4902,7.544,[M+Na]1+
3738,772.509,5.255,[M+H]1+
22391,533.1901,1.165003,[M+H]1+
27589,309.1299,4.38125,[M+H]1+
20942,189.0753,0.963176,[M+H]1+
10652,299.3048,4.814,[M+H]1+
4548,282.2783,4.764,[M-H2O+H]1+
33730,1212.8722,5.761,[M+H]1+
2126,808.58,7.543,[M+H]1+
261,313.2728,7.568,[M+H]1+
7717,467.3617,4.772513,[M+H]1+
45961,968.5131,4.561331,[M+Na]1+
9597,556.2741,1.623671,[M+H]1+
157,439.3302,4.712,[M+H]1+
19969,371.0996,5.394,[M+H]1+
5770,728.5196,5.475127,[M+H]1+
17672,281.1421,7.586213,[M+H]1+
19999,267.0987,1.165003,[M+H]1+
33649,269.1193,7.618164,[M+2H]2+
15774,729.5225,5.485,[M+H]1+
8860,706.5588,6.240481,[M+NH3+H]1+
463,499.2844,7.56,[M+H]1+
84,498.2809,7.56,[M+H]1+
5199,289.1309,7.618164,[M+2H]2+
1502,326.2679,7.568,[M+ACN+H]1+
8921,268.6177,7.618164,[M+2H]2+
1167,480.2705,7.56,[M-H2O+H]1+
844,732.551,5.469,[M-3H2O+H]1+
8566,297.1171,7.601108,[M+2H]2+
10240,505.3018,5.230455,[M+Na]1+
12402,334.6273,7.593206,[M+2H]2+
29820,1082.8506,5.72,[M+H]1+
29520,910.5673,5.547,[M+NH3+H]1+
1181,482.3224,5.038,[M+K]1+
48408,496.7461,4.649,[M+H]1+
14853,797.4651,4.563068,[M+H]1+
12356,263.0804,3.134,[M-H2O+H]1+
11901,755.5394,7.552023,[M+ACN+H]1+
1146,400.3194,5.417,[M-NH3+H]1+
13998,540.3269,5.103,[M+3Na-2H]1+
780,952.5468,4.855,[M+H]1+
7988,223.0629,5.388564,[M+H]1+
8905,743.5393,5.474,[M+H]1+
6484,499.2842,5.472863,[M+H]1+
7891,297.0749,4.535289,[M+H]1+
2119,787.6011,7.53401,[M+ACN+H]1+
3029,742.536,5.467491,[M+H]1+
9901,441.3711,4.560932,[M+H]1+
9895,338.2679,5.284,[M+H]1+
3632,965.5037,4.566592,[M+Na]1+
6103,639.4937,6.867,[M+H]1+
1503,285.0747,3.124833,[M+H]1+
1656,337.2725,5.418,[M+H]1+
1789,337.2725,5.301605,[M+H]1+
38052,343.2229,5.085185,[M+H]1+
10271,413.2884,5.176,[M+H]1+
9510,319.1391,3.106394,[M+ACN+H]1+
37352,868.61,6.090829,[M+H]1+
9236,820.5215,5.388,[M+Na]1+
3833,534.3171,4.262,[M+H]1+
31235,720.5357,5.985662,[M+Na]1+
1192,790.556,5.57,[M-H2O+H]1+
12175,535.3205,4.262,[M+H]1+
375,779.5382,5.478,[M-H2O+H]1+
35061,680.5433,5.985662,[M-H2O+H]1+
1194,1094.8501,5.496963,[M+Na]1+
14016,534.3169,4.680987,[M-H2O+H]1+
30711,546.4861,5.598816,[M+H]1+
6038,373.1494,3.210381,[M+H]1+
9156,342.1802,2.676816,[M+3Na-2H]1+
42118,566.3069,3.00081,[M+H]1+
8477,807.9624,4.951,[M+H]1+
27194,449.3374,5.650914,[M+Na]1+
2756,1093.8379,5.493928,[M+Na]1+
12253,1068.1294,4.96173,[M+2H]2+
18657,539.8122,4.952,[M+H]1+
34825,796.6264,6.495993,[M+H]1+
29424,409.7531,7.623273,[M+H]1+
30883,364.0642,0.547651,[M+H]1+
1326,414.2915,5.301,[M+H]1+
3462,425.2881,5.088,[M-2H2O+H]1+
25975,615.4939,7.495,[M+H]1+
11593,1303.9115,5.185,[M+H]1+
2033,427.3188,5.487065,[M+H]1+
11,1035.6357,4.864,[2M+H]1+
21,1036.6389,4.864,[2M+H]1+
125,1037.642,4.864,[2M+H]1+
1212,808.5797,5.37798,[M+Na]1+
7843,1305.9216,5.064263,[M+H]1+
5884,467.3154,5.394,[M+Na]1+
44680,508.0012,0.570634,[M+H]1+
41580,734.552,6.093046,[M+H]1+
5356,750.4673,5.211,[M+H]1+
634,1038.6451,4.872,[2M+H]1+
25558,780.5912,7.228695,[M+H]1+
9263,733.5197,6.232245,[M+H]1+
13405,805.6041,5.434,[M+NH3+H]1+
3548,1303.9124,5.047,[M+H]1+
7320,406.2157,1.807,[M+H]1+
12107,754.4994,5.4702,[M+K]1+
10808,1022.657,5.709352,[M+H]1+
16376,582.5911,5.650679,[M+H]1+
2099,285.2978,5.610195,[M+H]1+
29917,417.7392,7.594129,[M+H]1+
30583,926.1766,5.551656,[M+H]1+
27095,566.5682,5.571342,[M+H]1+
24811,1080.8351,5.573336,[M+H]1+
2952,1095.8534,5.721,[M+ACN+H]1+
45778,641.5095,7.505,[M+H]1+
21039,474.3117,5.546629,[M+H]1+
3024,731.5387,5.468,[M-3H2O+H]1+
14223,209.1893,5.204761,[M+H]1+
15039,990.7253,5.618,[M+H]1+
6299,248.0575,5.515,[M+H]1+
31529,946.5319,4.5536,[M+H]1+
1754,830.5505,5.270446,[M+H]1+
1820,371.1006,5.632,[M+H]1+
4780,290.2686,3.976001,[M+H]1+
2974,467.3614,4.882,[M+H]1+
5110,1061.4996,7.552,[M+2Na-H]1+
2529,1039.5179,7.552,[M+Na]1+
32199,610.4869,5.698756,[M+H]1+
6921,428.3223,5.487065,[M+ACN+H]1+
44790,629.473,6.242503,[M+H]1+
1606,546.3979,5.564458,[M+H]1+
4800,765.5206,7.544,[M+H]1+
7538,1093.8376,5.708812,[M-NH3+H2O+H]1+
22492,507.4361,5.98173,[M+H]1+
38809,496.265,5.301,[M+H]1+
1611,599.501,5.474071,[M+H]1+
23153,614.4443,5.579,[M+2H]2+
4905,547.2856,1.833751,[M+H]1+
2098,366.299,5.292,[M+H]1+
800,764.3535,0.873715,[M+2H]2+
3879,803.4267,2.54504,[M+NH3+H]1+
3974,483.3259,5.038,[M+K]1+
38813,405.3504,4.651649,[M-2H2O+H]1+
3075,396.223,1.951803,[M+H]1+
18294,1122.8035,5.589,[M+H]1+
7586,629.2211,7.593206,[M+H]1+
28837,405.3562,5.605,[M+H]1+
20415,259.1436,0.722852,[M-NH3+H]1+
402,951.5434,4.855,[M+H]1+
5315,419.2386,5.159,[M+Na]1+
11711,566.3431,5.149,[M+3Na-2H]1+
7409,405.3177,5.522103,[M+H]1+
39985,304.211,1.68,[M+H]1+
2526,957.5811,4.933,[2M+H]1+
2839,470.3128,4.839,[M+H]1+
427,522.2802,5.418,[M+H]1+
491,469.3102,4.838,[M+H]1+
1566,523.2839,5.412,[M+H]1+
5211,504.2698,5.418,[M-H2O+H]1+
7847,524.2864,5.412,[M+H]1+
6597,284.1387,3.130359,[M+H]1+
640,816.5714,5.57,[M+H]1+
10506,1479.1062,5.987377,[2M+Na]1+
15783,682.5229,5.739,[M-H2O+H]1+
21379,726.5484,5.631,[M+H]1+
7338,753.5204,5.476,[M-NH3+H2O+H]1+
19800,517.3102,4.312,[M+H]1+
8427,485.2619,5.381,[M+H]1+
39017,713.4932,6.591419,[M+H]1+
7023,752.4832,5.47734,[M+H]1+
41783,558.3145,4.540923,[M+Na]1+
11893,712.4133,5.082974,[M+Na]1+
8481,593.4539,5.395,[M+H]1+
14053,464.0798,0.556645,[M+H]1+
17118,427.3554,5.518652,[M+H]1+
12398,1304.9166,5.185,[M+H]1+
265,282.2781,5.466,[M+NH3+H]1+
8904,743.4595,7.545422,[M+H]1+
31354,836.6207,5.966138,[M+H]1+
2515,852.5327,5.139,[M+Na]1+
24960,797.5355,6.085707,[M+H]1+
52825,203.179,4.643435,[M+H]1+
4385,364.2833,5.192634,[M+H]1+
11840,1068.6298,4.951,[M+2H]2+
3467,835.5854,5.293564,[M+H]1+
2339,1019.6901,5.021,[M+H]1+
41740,258.0934,1.165003,[M+H]1+
11060,762.5013,5.48,[M+2Na-H]1+
4878,1304.9169,5.047,[M+H]1+
2137,872.5352,7.544,[M+CH3OH+Na]1+
23,782.5659,5.466,[M+Na]1+
16930,422.1698,4.784023,[M+H]1+
186,804.548,7.543,[M+2H]2+
3837,600.5049,7.574321,[M+Na]1+
1408,1001.6524,5.047,[M+H]1+
4622,518.2885,4.864,[M+3H]3+
167,783.5692,5.56527,[M+ACN+H]1+
9079,1049.4738,7.576026,[M+H]1+
17950,938.5623,5.574138,[M+NH3+H]1+
18187,551.8116,4.987,[M+H]1+
9251,619.3693,5.082,[M+H]1+
91,785.5847,5.576172,[M+H]1+
16431,1066.6271,4.951,[M+H]1+
7495,184.0727,7.557006,[M+H]1+
