row ID,row m/z,row retention time,adduct
16147,876.5666,7.549,[M+NH3+H]1+
24942,175.9544,7.611359,[M+H]1+
12305,1031.6993,5.084,[M+H]1+
19161,1299.881,5.257192,[M+H]1+
86,758.566,5.569711,[M+NH3+H]1+
11193,785.4868,7.55,[M+Na]1+
8263,760.5103,4.770138,[M+H]1+
3034,324.2885,5.384403,[M+H]1+
45790,783.4957,4.772,[M+H]1+
13589,308.0247,5.515,[M+H]1+
15081,542.1425,1.690722,[M+H]1+
15007,542.1425,1.761752,[M+H]1+
4402,714.3861,5.461196,[M+NH3+H]1+
35386,416.2267,1.367584,[M+H]1+
8343,304.1898,4.715069,[M+ACN+H]1+
9722,441.3192,5.342,[M+H]1+
22067,440.281,5.640615,[M+H]1+
16688,1225.595,2.952016,[M+H]1+
24426,1431.5515,4.782557,[M+H]1+
30141,399.3102,4.731,[M+H]1+
51897,735.5262,6.232245,[M+H]1+
5170,371.2779,5.34,[M+NH3+H]1+
26823,733.5199,6.280523,[M-NH3+H]1+
48405,691.5098,6.083159,[M+H]1+
45453,271.2257,4.668178,[M+H]1+
8970,733.5198,6.17221,[M+H]1+
8533,568.3813,5.663616,[M+Na]1+
3624,1029.6476,4.838,[M+H]1+
48556,956.375,4.712,[M+H]1+
51539,311.171,0.699,[M+H]1+
21790,1075.2438,0.563759,[M+H]1+
36705,819.5562,7.155783,[M+H]1+
21021,715.5094,7.024884,[M+3K-2H]1+
49621,769.5309,6.280523,[M+H]1+
19116,536.2261,5.038,[M+H]1+
44281,728.2802,0.6,[M+H]1+
16640,647.4834,5.94385,[M+H]1+
12177,395.2753,5.225143,[M+Na]1+
37171,570.0977,0.823648,[M+H]1+
3921,180.1013,1.182,[M+H]1+
44278,777.5464,6.851143,[M+H]1+
26341,648.0952,0.693,[M+H]1+
8162,399.3091,5.233564,[M-2H2O+H]1+
2129,398.3037,5.324684,[M+H]1+
16741,314.2676,5.384,[M+H]1+
34089,329.0645,3.94138,[M+H]1+
18945,1000.212,1.117523,[M+H]1+
28005,817.5406,6.538,[M+H]1+
38338,297.9635,0.683,[M+H]1+
36670,1362.5334,4.643077,[M+2H]2+
5845,413.2882,5.401562,[M+H]1+
14277,436.3345,4.632032,[M+H]1+
35506,1341.8501,4.513326,[M+3H]3+
25584,275.1996,4.582064,[M+H]1+
15815,756.5739,5.487,[M+H]1+
51126,385.3157,4.54209,[M+H]1+
8492,616.3967,5.200462,[M+H]1+
4166,435.331,4.642026,[M+H]1+
1950,252.0721,0.61,[M+H]1+
1141,384.1139,0.6,[M+H]1+
6756,385.1173,0.6,[M+H]1+
14189,199.1476,4.575807,[M+H]1+
15346,770.1757,0.663284,[M+H]1+
19293,418.3051,4.732857,[M-H2O+H]1+
43266,538.1256,0.768523,[M+H]1+
44520,259.1683,5.312105,[M+H]1+
27478,912.3071,0.783,[M+H]1+
1735,560.5184,5.592,[M+Na]1+
14106,588.3124,4.781868,[M+H]1+
6029,538.1253,0.573755,[M+2H]2+
13671,615.3373,5.242538,[M-H2O+H]1+
18616,753.2967,4.733094,[M+2H]2+
43679,188.0563,0.61,[M+H]1+
35151,708.5743,6.584478,[M+H]1+
37433,293.0913,2.754911,[M+H]1+
14873,438.3502,4.741,[M+H]1+
4349,437.3467,4.731,[M+H]1+
4109,413.347,4.781,[M+ACN+H]1+
21618,713.5298,6.584478,[M+H]1+
7173,751.5153,5.243515,[M+H]1+
10682,455.2988,5.334,[M-2H2O+H]1+
3953,533.3857,5.132,[M+NH3+H]1+
6123,515.3558,5.132,[M+H]1+
20460,799.5661,6.182817,[M+Na]1+
17993,660.5173,6.054676,[M+NH3+H]1+
7827,328.2834,5.409,[M+H]1+
5313,561.4854,5.177,[M+H]1+
6392,495.2934,5.122882,[M-H2O+H]1+
23301,372.2919,5.567,[M+H]1+
23565,311.2181,4.714854,[M+Na]1+
22837,1423.7345,4.753283,[M+3H]3+
49843,1474.9122,4.623115,[M+3H]3+
9440,608.4626,5.389729,[M+H]1+
11859,774.5251,5.364,[M+H]1+
28110,1474.5798,4.633096,[M+3H]3+
28513,570.4183,5.609,[M+H]1+
21160,560.4138,5.131,[M+H]1+
8067,561.5219,5.591084,[M+Na]1+
44251,562.5248,5.598542,[M+Na]1+
11547,1303.9072,4.961459,[M+H]1+
683,559.5146,5.592,[M+Na]1+
21044,472.3328,5.141,[M+H]1+
1640,563.3464,5.389357,[M+H]1+
26177,600.2928,3.862577,[M+H]1+
24514,538.3484,4.633043,[M+H]1+
16349,335.2184,4.773,[M+Na]1+
8759,773.5128,5.434,[M+H]1+
2365,751.3965,4.481,[M+Na]1+
17654,244.1537,0.581497,[M+H]1+
28236,471.1581,7.594235,[M-H2O+H]1+
29674,584.2038,0.918632,[M+H]1+
55,274.2737,3.859265,[M+H]1+
2108,274.273,3.888758,[M+H]1+
18509,393.3139,4.855,[M+H]1+
29883,599.4625,6.113176,[M+H]1+
12997,883.5932,5.223366,[M+H]1+
37359,492.1992,1.804844,[M+H]1+
34196,259.1683,5.199,[M-H2O+H]1+
2632,537.3377,5.132,[M+Na]1+
18122,915.5237,5.554106,[M+Na]1+
17415,651.4572,5.873931,[M+H]1+
11808,655.4886,5.953839,[M+Na]1+
4067,581.364,5.113839,[M+Na]1+
3166,644.3236,1.075209,[M+H]1+
14391,504.3041,5.03,[M+H]1+
1655,493.3118,5.133,[M+Na]1+
42473,395.3253,4.693015,[M+H]1+
10118,555.2892,5.409,[M+H]1+
29436,165.1267,3.373311,[M+H]1+
7575,544.2628,5.415,[M+Na]1+
2041,548.245,0.987423,[M+H]1+
1058,230.2474,3.898177,[M+H]1+
9142,231.2508,3.898177,[M+H]1+
42520,642.2643,0.605,[M+H]1+
5900,344.1479,3.114179,[M+Na]1+
1188,539.3466,5.48756,[M+Na]1+
11813,740.2755,5.257257,[M+Na]1+
15781,414.3505,4.781,[M+ACN+H]1+
19580,523.2897,2.8,[M+H]1+
20349,602.3086,4.123076,[M+H]1+
8618,936.5641,5.106109,[M+NH3+H]1+
205,400.7355,2.010054,[M+2H]2+
15235,1314.4164,4.74329,[M+H]1+
2640,318.1803,1.684723,[M+H]1+
33755,525.2965,5.004,[M+3Na-2H]1+
14042,504.2699,7.56,[M-H2O+H]1+
5548,352.1859,0.811829,[M+H]1+
3625,427.3019,5.379,[M+H]1+
3120,601.3329,1.501307,[M-H2O+H]1+
1351,392.2224,2.024,[M+2H]2+
6895,185.1279,8.184552,[M+H]1+
1229,522.2805,7.569042,[M+H]1+
9047,321.1799,2.148193,[M+H]1+
3655,534.3699,5.583152,[M+H]1+
22087,333.1499,5.381,[M+H]1+
15645,220.0272,5.317765,[M+H]1+
24659,293.0913,2.321711,[M+H]1+
2793,382.2703,4.864,[M+H]1+
52930,219.1123,1.218707,[M+H]1+
3572,544.2625,7.544,[M+H]1+
8648,445.3118,5.094149,[M+Na]1+
7134,1094.8505,5.390096,[M+H]1+
18291,461.3242,5.27,[M+H]1+
9461,406.3277,5.574114,[M+Na]1+
18978,562.312,4.943,[M+H]1+
10626,792.5947,5.839016,[M+H]1+
9391,551.3517,5.115,[M+H]1+
12476,539.2893,5.640242,[M+Na]1+
409,784.5814,5.461,[M+H]1+
29042,1124.4844,4.693,[M+H]1+
17622,707.5045,6.599696,[M+H]1+
2053,260.1849,1.460763,[M+H]1+
4745,427.2061,2.076,[M+H]1+
11259,544.3265,4.944,[M+Na]1+
8411,524.2961,4.985592,[M+3Na-2H]1+
11318,503.2921,5.029758,[M+Na]1+
20216,405.3443,5.554106,[M+Na]1+
48892,588.4939,6.444616,[M+Na]1+
42770,724.5671,6.349374,[M+H]1+
12692,391.3286,5.507,[M+Na]1+
2951,392.724,2.015,[M+2H]2+
41699,534.4861,5.895897,[M+H]1+
5240,560.315,5.013,[M+2H]2+
3707,502.2883,5.038,[M+Na]1+
48256,189.0905,8.876226,[M+H]1+
462,537.5335,5.618559,[M+H]1+
22853,423.2726,4.752123,[M+H]1+
31538,642.5142,5.355,[M+H]1+
5368,185.1279,8.985,[M+H]1+
12839,887.8031,5.483,[M+H]1+
16371,442.2572,5.180317,[M+H]1+
35924,374.361,4.814,[M+H]1+
4127,281.2942,5.624,[M-H2O+H]1+
43816,564.2282,5.195819,[M+2Na-H]1+
20919,858.5092,5.199898,[M+H]1+
43799,550.4656,5.679724,[M+H]1+
24028,443.249,0.788677,[M+H]1+
40165,263.2362,4.728037,[M-3H2O+H]1+
10251,279.1558,4.502,[M+H]1+
23027,215.1386,8.976,[M+H]1+
40585,811.514,5.929646,[M+H]1+
4404,523.2839,7.569042,[M+H]1+
928,538.537,5.654,[M+H]1+
12631,906.6682,5.51844,[M+H]1+
6578,471.3297,5.132,[M+H]1+
21304,417.2088,5.181,[M+H]1+
1677,401.7388,2.018062,[M+2H]2+
3636,614.3849,2.024,[M+H]1+
25574,1239.8081,5.038,[M+H]1+
19748,428.3222,5.32931,[M+H]1+
6482,524.3328,5.075,[M+H]1+
7499,307.6966,1.036788,[M+2H]2+
20226,289.1339,4.941,[M+H]1+
372,298.0961,0.903296,[M+H]1+
42392,340.124,0.596,[M+H]1+
31096,540.4084,5.361,[M+H]1+
45677,357.2135,1.956911,[M+H]1+
4259,386.2471,0.991585,[M-3H2O+H]1+
4182,443.2496,0.553676,[M+2H]2+
4981,228.2317,5.251,[M+H]1+
18537,1008.5099,7.548342,[M+H]1+
8854,380.2168,1.259784,[M+H]1+
2508,543.3228,4.951,[M+Na]1+
5280,283.2815,5.624,[M-NH3+H]1+
14092,802.4622,5.283,[M+2H]2+
4098,836.5377,5.256,[M+H]1+
6525,377.2048,5.149,[M+H]1+
5317,386.325,5.421538,[M+Na]1+
6943,787.4821,5.278,[M+2H]2+
8754,441.2833,4.765051,[M-H2O+H]1+
4889,400.3122,5.384,[M+CH3OH+H]1+
1350,399.3089,5.384,[M+CH3OH+H]1+
26797,345.2123,1.314,[M+H]1+
9399,401.2859,5.044,[M+Na]1+
8014,296.2573,5.110988,[M+NH3+H]1+
1555,211.0861,3.894983,[M+H]1+
34326,535.3076,0.975204,[M+H]1+
27695,354.2991,4.908152,[M+H]1+
13528,482.3668,5.175,[M+NH3+H]1+
13756,500.2899,5.157,[M+2H]2+
39955,354.299,4.683,[M+H]1+
3387,540.3499,5.48756,[M+Na]1+
21593,370.3302,4.715,[M+H]1+
42340,401.3724,4.655011,[M+H]1+
45853,755.5245,5.947351,[M+H]1+
7982,342.2991,4.698049,[M-H2O+H]1+
12768,247.2413,5.167,[M+H]1+
46451,488.0931,0.536968,[M+H]1+
46970,225.1016,4.654664,[M+H]1+
4495,425.305,5.243405,[M+H]1+
2215,513.3016,5.58186,[M+H]1+
13022,420.3094,5.359,[M+H]1+
47946,1481.5315,7.672042,[M+H]1+
46658,303.1906,1.233,[M+H]1+
17380,404.3505,5.626371,[M+H]1+
3419,565.3621,5.518,[M+Na]1+
34585,237.1593,0.560282,[M+H]1+
21597,834.3231,4.725067,[M+2H]2+
24204,235.1647,0.534315,[M+H]1+
4670,496.3462,5.149,[M+NH3+H]1+
52025,544.507,6.155382,[M+H]1+
37800,562.5171,6.146352,[M+H]1+
13519,504.3098,5.131,[M+Na]1+
39384,766.5685,6.145429,[M+Na]1+
23147,478.312,5.232,[M+H]1+
6271,466.1112,0.560282,[M+H]1+
20544,288.6366,5.103,[M+H]1+
40194,742.5803,6.145429,[M+H]1+
2975,550.3482,5.115,[M+H]1+
566,326.3043,5.297562,[M-H2O+H]1+
12083,765.5653,6.145429,[M+Na]1+
9492,415.3014,5.220039,[M+H]1+
6234,764.5618,6.145429,[M+Na]1+
24424,389.1919,5.245,[M+H]1+
36591,236.1277,0.709273,[M+H]1+
26253,355.1012,7.66194,[M-H2O+H]1+
11853,645.3847,5.126,[M+ACN+Na]1+
6673,370.3301,5.530379,[M+H]1+
45461,831.2372,7.66194,[M+H]1+
12140,247.0804,7.672042,[M+H]1+
1080,459.2115,1.132235,[M+2H]2+
2262,404.3143,5.522103,[M+H]1+
50841,637.1956,7.674078,[M+H]1+
9836,472.3616,5.149,[M+H]1+
45165,1267.3218,7.66194,[M+H]1+
7298,187.0595,7.66194,[M-H2O+H]1+
20742,234.0906,5.082,[M+H]1+
45594,1007.2687,7.672042,[M+H]1+
14090,306.2782,5.263987,[M-2H2O+H]1+
40307,1059.2999,7.66194,[M+H]1+
47209,845.2162,7.66194,[M+H]1+
17866,406.0956,0.601843,[M+Na]1+
45329,1284.3486,7.672042,[M+H]1+
41123,862.2427,7.672042,[M+NH3+H]1+
40269,1073.2794,7.66194,[M+H]1+
44897,897.2474,7.672042,[M+H]1+
29197,813.2266,7.672042,[M-H2O+H]1+
34478,295.0803,7.66194,[M+H]1+
34976,433.1325,7.66194,[M+H]1+
35641,651.1746,7.66194,[M+H]1+
21825,464.2715,4.756971,[M+H]1+
9381,559.3818,5.114504,[M+H]1+
25451,415.1223,7.663975,[M-H2O+H]1+
30355,373.1116,7.672042,[M+H]1+
35379,1024.295,7.672042,[M+NH3+H]1+
15543,475.143,7.672042,[M+H]1+
12837,550.3118,5.326,[M+H]1+
15366,428.3355,5.157,[M+H]1+
8435,374.3039,5.091,[M+H]1+
35813,330.245,5.236852,[M+H]1+
13467,502.3352,5.149,[M+H]1+
6369,467.325,5.396,[M+H]1+
19117,618.3389,5.204524,[M+H]1+
1736,449.2857,5.149,[M+Na]1+
50119,407.3254,4.573047,[M+H]1+
9439,212.0892,3.894983,[M+H]1+
2621,516.304,4.891,[M+Na]1+
41885,616.2922,0.899384,[M+H]1+
2419,211.0861,4.049843,[M+H]1+
1055,1012.6399,4.89,[M+H]1+
1138,760.5823,5.571783,[M+H]1+
12616,420.3206,4.81,[M+Na]1+
5635,450.2891,5.149,[M+Na]1+
3584,444.3302,5.141,[M+NH3+H]1+
9643,519.3146,4.775047,[M+H]1+
18982,504.3041,5.163021,[M+Na]1+
10392,344.2604,5.377,[M+H]1+
3002,388.3408,5.307437,[M+H]1+
31159,492.2359,3.622039,[M+H]1+
28838,271.1533,5.158,[M+H]1+
2345,261.1438,0.77736,[M+H]1+
411,786.5972,5.461,[M+H]1+
2402,384.3246,5.588119,[M+H]1+
532,428.3141,5.468,[M+H]1+
5767,505.31,4.899,[M-NH3+H2O+H]1+
23299,785.5857,6.305,[M+H]1+
20388,575.789,0.87,[M+2H]2+
1506,787.6007,5.577826,[M+NH3+H]1+
18468,399.2701,5.227495,[M+H]1+
3316,600.5042,5.384,[M+H]1+
7380,744.5154,5.439,[M+H]1+
24091,210.1019,3.693778,[M+H]1+
277,279.1696,1.093894,[M+H]1+
23166,543.341,5.342,[M+H]1+
16960,922.6639,5.204224,[M+H]1+
15254,506.3218,5.095,[M+H]1+
9355,274.2006,2.049582,[M+H]1+
50606,564.8349,2.101054,[M+H]1+
31709,253.2153,4.714854,[M-2H2O+H]1+
4225,300.2888,4.764,[M+H]1+
21520,283.2816,4.764,[M-H2O+H]1+
6844,812.3914,2.452499,[M+H]1+
2751,282.2783,5.111222,[M-H2O+H]1+
12112,310.3102,5.298516,[M+H]1+
15111,1482.8314,1.990315,[M+3H]3+
5123,391.1754,2.162559,[M+H]1+
17262,1482.9973,2.001289,[M+3H]3+
3730,318.2993,4.643034,[M+H]1+
32011,235.2051,4.707223,[M-3H2O+H]1+
24139,490.3308,5.167,[M+Na]1+
51951,620.522,6.078531,[M+H]1+
18016,354.3354,4.829,[M+H]1+
4462,284.2939,5.297562,[M+H]1+
4883,266.2834,5.289662,[M-H2O+H]1+
5570,436.3379,5.5815,[M+Na]1+
4313,370.3302,5.307437,[M-H2O+H]1+
18653,874.5038,4.967,[M+H]1+
38249,474.3407,4.744615,[M+H]1+
19360,300.2885,5.357,[M+H]1+
39391,252.2678,4.764,[M+H]1+
3274,766.5349,6.297438,[M+H]1+
31296,556.5279,6.629698,[M+H]1+
10985,300.2888,5.111222,[M+H]1+
193,330.2992,4.772,[M+H]1+
3829,312.2887,4.764,[M-H2O+H]1+
12779,294.2782,4.764,[M-2H2O+H]1+
17632,313.2921,4.772,[M-H2O+H]1+
20490,301.2921,4.772,[M+H]1+
33109,270.2783,4.764,[M+H]1+
1706,358.3303,4.898814,[M+H]1+
26524,264.2678,4.7535,[M-2H2O+H]1+
6026,772.5326,4.898814,[M+3Na-2H]1+
18163,667.4518,5.63,[M+H]1+
8072,888.6186,5.083,[M+H]1+
5683,750.5035,5.632,[M+H]1+
6745,481.3117,5.470459,[M+H]1+
35276,684.3958,4.742275,[M+H]1+
17868,427.1379,0.547883,[M+H]1+
39576,289.1541,1.241211,[M+H]1+
2872,752.5192,5.898944,[M+Na]1+
8017,484.3015,4.181158,[M+H]1+
5051,439.3627,4.802,[M+ACN+H]1+
6498,767.5383,6.297438,[M+H]1+
21438,768.5414,6.297438,[M+H]1+
35247,562.277,4.748794,[M+H]1+
32997,655.4883,6.279452,[M+H]1+
802,587.3378,4.957979,[M+Na]1+
32264,774.5013,5.955229,[M+H]1+
6084,753.5226,5.908938,[M+Na]1+
13146,786.501,5.915062,[M+Na]1+
14894,914.6342,5.098,[M+H]1+
15845,912.6183,5.038,[M+H]1+
2503,786.4289,2.202712,[M+H]1+
26699,669.5039,6.643136,[M+H]1+
18048,457.821,5.106,[M+H]1+
35340,547.205,2.030568,[M+H]1+
23133,744.5018,4.812,[M+H]1+
36969,547.205,2.066561,[M+H]1+
22936,456.8134,5.057,[M+H]1+
24899,656.4919,5.953839,[M+Na]1+
12125,790.5327,7.111724,[M+H]1+
14240,769.5543,7.121707,[M+H]1+
21424,791.536,7.111724,[M+H]1+
5120,768.551,6.842863,[M+H]1+
4486,669.4675,5.719,[M+H]1+
49663,777.5204,6.610188,[M+H]1+
26042,563.3862,6.374032,[M+H]1+
31509,471.4139,4.771,[M+H]1+
13367,275.1385,1.216,[M+H]1+
4387,754.535,6.409247,[M+H]1+
8902,776.5178,7.544,[M-3H2O+H]1+
17245,448.1373,0.989423,[M+H]1+
13172,299.2571,5.011059,[M+H]1+
7595,769.5177,5.314166,[M+H]1+
12486,564.394,6.364676,[M+H]1+
31737,770.5578,6.842863,[M+H]1+
9671,768.5138,5.485,[M+H]1+
2466,808.5663,5.279389,[M+H]1+
22394,327.2882,5.084,[M+H]1+
3878,1001.6535,4.925,[M+H]1+
10813,508.1581,1.430611,[M+H]1+
9235,508.1581,1.370585,[M+H]1+
27862,315.1793,5.146,[M+H]1+
1314,532.3823,5.132,[M+NH3+H]1+
28077,356.7047,4.758059,[M+H]1+
14319,680.447,5.334,[M+K]1+
16427,427.138,0.761,[M+H]1+
10500,465.3093,5.325,[M+H]1+
48051,808.5447,6.056852,[M+H]1+
38444,560.3175,4.69397,[M+H]1+
12254,386.3402,5.702874,[M+H]1+
22175,372.3459,4.944037,[M+H]1+
3786,572.3174,4.82,[M+H]1+
47797,809.556,6.157731,[M+H]1+
41398,316.2837,4.673941,[M+H]1+
20037,380.3145,5.424,[M+H]1+
9602,526.2886,4.792,[M+Na]1+
11754,352.32,5.3985,[M+H]1+
887,504.3068,4.792,[M+H]1+
47309,340.2837,4.668174,[M-H2O+H]1+
2736,466.2877,4.907955,[M+H]1+
26972,536.465,5.0665,[M+H]1+
31083,372.2915,5.703,[M+H]1+
2955,505.3103,4.792,[M+H]1+
24752,283.2621,5.563317,[M+H]1+
5447,193.1697,0.607355,[M+H]1+
38954,484.2404,4.733,[M+H]1+
11174,653.4727,5.824988,[M+H]1+
27800,687.4781,5.709,[M+H]1+
48395,310.1068,1.201736,[M+H]1+
10446,352.2834,5.325,[M+H]1+
13473,789.5203,6.281592,[M+K]1+
13397,464.2751,4.863,[M+H]1+
11929,788.5042,5.141,[M+H]1+
9210,788.5182,7.544,[M+2Na-H]1+
22898,777.5204,6.436904,[M+Na]1+
35263,755.5386,6.630168,[M+H]1+
11605,776.5171,6.409247,[M+Na]1+
42657,534.4863,6.301425,[M+H]1+
47451,421.1501,1.864417,[M+H]1+
6145,1024.6405,4.872,[M+H]1+
15571,266.2835,4.749625,[M-2H2O+H]1+
17330,254.2835,4.752,[M+H]1+
45298,506.2512,4.042231,[M+H]1+
5143,755.538,6.281722,[M+H]1+
3977,1023.637,4.872,[M+H]1+
44295,487.3228,5.310157,[M+H]1+
9476,790.5327,6.923161,[M+Na]1+
11578,468.3066,5.079556,[M+H]1+
10771,769.5544,6.862822,[M+H]1+
12315,300.2886,4.872,[M+H]1+
32056,1260.994,4.663,[M+2H]2+
16621,222.171,0.586599,[M+H]1+
19951,737.5339,5.899843,[M+Na]1+
8748,736.5306,5.899843,[M+Na]1+
37851,712.4019,4.766397,[M+H]1+
9809,548.3154,5.082974,[M+2H]2+
7314,671.4833,5.796,[M+H]1+
9567,437.2046,5.176,[M+H]1+
43447,505.1586,1.026782,[M+H]1+
19987,1383.0376,6.448253,[M+H]1+
4569,440.2755,4.916,[M+H]1+
9056,398.2652,4.791,[M+2Na-H]1+
35482,765.5308,6.200176,[M+H]1+
35382,1460.0626,7.034285,[M+H]1+
6186,360.3247,5.683748,[M+H]1+
2776,382.309,5.49944,[M+H]1+
14365,732.4568,5.12137,[M+H]1+
43704,806.5317,5.821988,[M+H]1+
22929,615.4962,5.953839,[M-H2O+H]1+
18799,634.4053,5.297239,[M+H]1+
19859,660.4207,5.139616,[M+H]1+
5532,285.1227,1.359205,[M-NH3+H]1+
18070,662.4001,5.244352,[M+H]1+
885,376.3194,5.48756,[M+H]1+
49691,190.1221,1.055451,[M+H]1+
4139,730.5353,6.912144,[M+H]1+
1344,185.1279,1.137163,[M-2H2O+H]1+
16501,472.3979,4.837296,[M+H]1+
41488,393.3076,4.79207,[M+H]1+
33961,519.1738,1.198745,[M+NH3+H]1+
38110,320.1233,1.056,[M+H]1+
52657,505.1585,0.958796,[M+H]1+
11262,702.4308,5.158,[M+H]1+
9101,446.3245,5.382,[M+CH3OH+Na]1+
39904,790.5233,6.281592,[M+K]1+
41409,703.8438,4.788,[M+H]1+
38868,519.174,1.258732,[M+H]1+
47424,702.5043,6.355364,[M+H]1+
2590,308.102,1.677,[M+K]1+
28416,1482.0471,6.321698,[M+H]1+
26002,285.289,4.012,[M+H]1+
45532,814.801,4.722,[M+H]1+
27890,266.1381,0.95739,[M+H]1+
30036,1217.8281,5.761,[M+H]1+
23107,949.4732,4.768859,[M+H]1+
14836,910.6424,5.967838,[M+H]1+
17239,673.4991,5.963827,[M+H]1+
2072,302.1492,1.359205,[M+H]1+
44393,866.5871,6.346374,[M+H]1+
46482,182.1171,3.688766,[M+H]1+
24923,327.077,5.122036,[M+H]1+
50184,561.2206,2.481473,[M+H]1+
7394,415.1961,2.977,[M+H]1+
34980,259.1513,4.999,[M+H]1+
1124,399.2339,0.534218,[M+2H]2+
3277,466.2912,4.81,[M+H]1+
14175,655.3067,2.736197,[M+H]1+
23789,654.4761,5.824988,[M+H]1+
422,185.1281,1.235037,[M+H]1+
12780,410.2884,5.194104,[M+H]1+
32947,1483.0497,6.281722,[M+H]1+
7137,766.5349,6.171212,[M+H]1+
46579,240.268,4.762,[M+H]1+
14382,264.1124,3.134528,[M-H2O+H]1+
43653,510.3172,4.152453,[M+H]1+
13996,744.4783,5.359,[M+H]1+
1386,171.1126,0.660058,[M+H]1+
5509,368.1631,1.43872,[M+H]1+
5306,270.1443,0.564691,[M-NH3+H2O+H]1+
1073,426.2986,5.379,[M+H]1+
6306,756.5162,5.57,[M+H]1+
49162,288.2887,4.282814,[M+H]1+
14771,940.4482,4.838,[M+H]1+
3315,749.3445,1.287263,[M+H]1+
46251,1150.8389,5.758,[M+H]1+
13919,538.2838,4.9589,[M+NH3+H]1+
2714,756.5143,5.378,[M+H]1+
21654,1224.9596,7.299264,[M+H]1+
4270,670.3174,1.964,[M+H]1+
2094,318.2018,0.611624,[M+H]1+
150,622.306,2.748807,[M+H]1+
9668,282.2784,4.804,[M+H]1+
1596,284.2939,4.752,[M-H2O+H]1+
51680,561.2207,2.420486,[M+H]1+
10327,706.4624,5.369,[M+H]1+
19797,830.5646,7.544,[M+Na]1+
37440,716.5051,4.871,[M+H]1+
28403,704.4103,4.867,[M+H]1+
14978,567.3052,4.855,[M+H]1+
18398,877.5228,5.04,[M+H]1+
4753,866.5114,4.96,[M+Na]1+
20039,833.5602,5.12137,[M+H]1+
24671,266.2834,4.864,[M+H]1+
4859,809.5698,5.279389,[M+H]1+
11669,848.5514,5.014,[M+H]1+
19851,568.3124,4.96,[M+H]1+
19982,720.4417,5.022,[M+H]1+
31434,874.505,4.83,[M+H]1+
9723,869.531,5.024,[M+Na]1+
4171,862.5406,5.042,[M+H]1+
13643,756.4777,5.023,[M+H]1+
13926,1121.6296,5.02,[M+H]1+
25582,700.4883,5.764,[M+H]1+
15112,884.523,5.042,[M+Na]1+
20523,1077.5767,5.042,[M+H]1+
8549,808.509,4.941,[M-2H2O+H]1+
24734,744.4417,4.988,[M+H]1+
24510,828.5355,5.721,[M+H]1+
9149,848.501,5.004,[M+H]1+
512,265.1541,0.661484,[M+H]1+
10289,750.5012,6.495595,[M+Na]1+
29083,314.3044,4.90614,[M+H]1+
2703,796.4182,2.80819,[M+Na]1+
28026,576.8114,4.841,[M+2H]2+
3874,650.4367,5.287338,[M+H]1+
45716,902.4573,6.369845,[M+H]1+
8574,240.2315,4.987,[M+H]1+
36109,1385.0455,6.433532,[M+H]1+
13760,317.2076,5.177,[M+H]1+
22808,728.5194,6.640158,[M+H]1+
24953,858.5449,5.094,[M+H]1+
27279,892.5147,4.811,[M+H]1+
4729,363.2006,0.53744,[M+H]1+
10706,876.5195,5.024286,[M+H]1+
4655,845.5328,4.96,[M+H]1+
28895,454.1901,4.855031,[M+K]1+
5416,868.5272,5.014,[M+Na]1+
16263,825.5515,7.40097,[M+Na]1+
10042,550.3019,4.855,[M+2H]2+
698,802.5323,6.726791,[M+H]1+
12579,860.5248,4.988,[M+H]1+
9758,771.4967,5.149753,[M-H2O+H]1+
18868,389.7713,5.247,[M+H]1+
919,803.5356,6.716843,[M+H]1+
12640,770.4937,5.587,[M+H]1+
38535,873.5385,7.300178,[M+H]1+
9242,1095.6232,5.094,[M+H]1+
17448,388.7633,5.184,[M+2H]2+
18935,860.5606,5.083297,[M+H]1+
3250,770.4935,5.359,[M+H]1+
25391,822.545,5.122,[M+NH3+H]1+
25107,710.3976,5.014,[M+Na]1+
1402,781.5536,6.670498,[M+H]1+
3204,672.4206,5.112247,[M+H]1+
5200,752.5178,7.547,[M-3H2O+H]1+
3475,669.4631,6.347644,[M+2H]2+
6855,731.5387,7.534,[M+NH3+H]1+
729,780.5502,6.670498,[M+H]1+
21616,792.4755,5.193,[M+H]1+
12735,865.5596,4.802,[M+H]1+
48895,679.3077,7.421822,[M+K]1+
3039,730.5353,7.534,[M+NH3+H]1+
11083,804.4987,5.004,[M+H]1+
52506,386.112,0.868263,[M+H]1+
7520,1015.5725,4.864,[M+Na]1+
25341,512.3345,4.967,[M+H]1+
49799,256.1326,3.102316,[M+H]1+
280,783.5696,7.536,[M+Na]1+
99,782.566,7.535,[M+Na]1+
9739,753.5206,7.544,[M-3H2O+H]1+
11652,774.5623,7.565968,[M-H2O+H]1+
15466,706.4264,4.829,[M+H]1+
36605,841.6231,7.525,[M+H]1+
26558,1120.7159,7.428344,[M+H]1+
33675,768.5509,6.604609,[M+H]1+
2334,791.5594,5.57,[M-H2O+H]1+
15712,805.05,7.543,[M+2H]2+
38,992.6709,5.004,[2M+H]1+
20173,1151.6132,4.841,[M+H]1+
596,756.5506,7.535,[M+NH3+H]1+
24193,753.5209,7.131381,[M+H]1+
21103,452.3118,5.139,[M+H]1+
3621,334.1751,1.148939,[M+H]1+
9677,840.4981,5.255,[M+H]1+
13,991.6676,5.004,[2M+H]1+
5392,818.5282,7.557983,[M+CH3OH+Na]1+
197,993.674,5.004,[2M+H]1+
